flux_flux, , dq1_flux, , dq2_flux, 
r, sig, r, sig, r, sig
  0.35734,  0.03239, -0.07271,  0.67343,  0.17370,  0.31100
 -0.13739,  0.42425,  0.05017,  0.77139,  0.07150,  0.67859
  0.58970,  0.00015,  0.18872,  0.27034, -0.17944,  0.29503
