flux_flux, , dq1_flux, , dq2_flux, 
r, sig, r, sig, r, sig
  0.17686,  0.30212, -0.17618,  0.30402,  0.01722,  0.92060
  0.92662,  0.00000,  0.36880,  0.02687, -0.52242,  0.00108
  0.11102,  0.51917,  0.07591,  0.65991, -0.02979,  0.86309
