flux_flux, , dq1_flux, , dq2_flux, 
r, sig, r, sig, r, sig
 -0.06460,  0.70818, -0.34947,  0.03669,  0.32139,  0.05596
  0.95525,  0.00000,  0.77722,  0.00000, -0.66608,  0.00001
