flux_flux, , dq1_flux, , dq2_flux, 
r, sig, r, sig, r, sig
  0.68680,  0.00000,  0.69787,  0.00000, -0.59535,  0.00013
  0.88311,  0.00000,  0.67120,  0.00001, -0.68424,  0.00000
