flux_flux, , dq1_flux, , dq2_flux, 
r, sig, r, sig, r, sig
  0.27906,  0.09931,  0.19716,  0.24909, -0.10475,  0.54317
  0.63177,  0.00004, -0.34407,  0.03990,  0.21745,  0.20267
 -0.39011,  0.01867, -0.48655,  0.00262,  0.01794,  0.91730
