flux_flux, , dq1_flux, , dq2_flux, 
r, sig, r, sig, r, sig
  0.77826,  0.00000, -0.03349,  0.84625, -0.18008,  0.29326
  0.45907,  0.00486,  0.37743,  0.02325,  0.30106,  0.07438
  0.24855,  0.14382,  0.24862,  0.14371,  0.07505,  0.66357
