flux_flux, , dq1_flux, , dq2_flux, 
r, sig, r, sig, r, sig
  0.14307,  0.40518,  0.17058,  0.31988,  0.05575,  0.74674
  0.37233,  0.02533,  0.04422,  0.79787,  0.01849,  0.91475
  0.25097,  0.13983,  0.09299,  0.58960,  0.28375,  0.09352
