 39.47789  34.26247  56.24845  59.85259
 39.33542  34.09034  56.46695  59.08919
 39.03441  33.79222  57.23396  57.62113
 39.39098  34.20082  59.36285  57.20574
 42.80035  37.10006  64.72087  60.61898
 49.28993  42.47328  73.06933  67.83392
 55.11670  47.46825  80.90812  74.41619
 57.69684  49.67929  84.87572  76.72976
 57.07781  48.95214  84.71451  74.82738
 55.65128  47.70013  83.99124  72.32796
 53.56483  46.49899  83.24716  69.53784
 37.85765  19.30235  12.74193  34.40924
 35.12130  17.56922  10.17681  31.26843
 32.34740  15.86608   7.74110  28.23902
 46.95053  41.59601  71.24452  57.64940
 41.52594  38.78318  69.22036  52.29224
 39.47888  38.80750  70.15726  50.64033
-10.74702   5.47471  25.82614   0.46653
-10.63470   5.79682  24.91151   0.71178
-12.34354   3.82250  20.60848  -1.67416
 35.27202  39.57635  73.43884  50.83029
 32.69152  38.12196  70.42120  48.53736
 31.83348  38.52005  70.28430  48.70064
 35.30000  42.47012  72.82691  53.30767
 40.25972  47.15205  75.21521  59.13354
 42.17965  49.37403  74.97017  61.70648
 39.35352  47.20474  68.97152  58.25677
 33.91475  41.75128  59.17447  50.74643
 28.61236  36.26051  50.50721  43.49345
 37.58151  36.55937  45.17094  43.50829
 35.99812  35.75460  41.88254  41.56281
 35.45745  35.92943  39.90123  40.91677
 35.69601  36.96016  38.75746  41.09675
 38.48670  40.01833  37.47722  42.91580
 43.04246  44.05854  34.25224  45.21915
 46.65279  46.99967  29.88698  46.39777
 48.40915  48.49923  25.69663  46.18067
 47.59231  47.78173  20.67020  43.71195
 45.24932  45.49366  14.42845  39.47297
 44.54854  44.78504   7.88413  35.47613
 46.92662  47.52017   2.41538  32.76144
 49.35698  50.53007  -2.34341  30.15784
 48.96495  50.06747  -6.20802  27.48430
 60.80802  63.08345  -3.36247  46.61913
 61.94083  62.61969  -8.02471  44.60814
 61.67752  60.22892 -13.90495  41.41914
 60.81538  57.09891 -20.25567  37.90119
 60.35162  54.82904 -26.53632  34.15594
 60.98051  54.21070 -32.35810  30.32006
 63.07597  55.10185 -34.43296  29.38751
 64.54647  55.66471 -37.46660  26.63951
 64.30610  54.32903 -39.16563  24.25285
 65.18438  53.59320 -42.14425  21.67992
 67.41383  54.38393 -47.45395  17.79513
 68.73914  54.76929 -52.20711  13.05967
 69.78180  54.87798 -54.58601   8.79777
 70.31834  54.90705 -54.33754   5.11849
 64.80394  46.38824 -34.75783  12.06298
 64.88240  46.66276 -30.53865  10.90633
 64.91469  47.19621 -28.19935   9.19766
 64.23114  47.85643 -29.46967   5.51972
 62.04264  47.67818 -34.36934  -0.81210
 58.51276  45.78307 -40.09825  -7.98319
 54.68212  42.47455 -43.60797 -13.81014
 50.38651  38.00016 -41.75088 -16.01544
 44.94090  32.49880 -35.68321 -15.33040
 39.08674  27.27037 -31.11972 -15.78370
 33.92599  23.73428 -30.40197 -19.12256
 29.02121  22.70178 -41.02813 -29.85904
 20.46699  17.42873 -56.65311 -45.69768
  9.05374   6.21092 -71.25757 -61.05759
 -4.36817  -7.04871 -82.28809 -75.75443
-21.93307 -16.90049 -94.88594 -94.19603
-50.07723 -28.35401 -117.65537 -124.35672
-93.15863 -45.68163 -149.29633 -170.26019
-126.09609 -57.95857 -137.73900 -190.36207
-103.49410 -47.09050 -95.41450 -150.52060
-65.87730 -31.10789 -52.45111 -97.30541
-36.17171 -19.80188 -29.91539 -58.72367
-24.65487 -18.38894 -27.60204 -44.27610
-24.60199 -21.44986 -33.04636 -43.47001
-33.02663 -25.53986 -39.60576 -48.68810
-52.47748 -34.05249 -49.93691 -61.19027
-77.72152 -46.84412 -60.62244 -78.20641
-93.16605 -53.32110 -59.94803 -86.26263
-96.29243 -50.73575 -54.68773 -82.80980
-105.92135 -51.87950 -63.88750 -83.96817
-126.44734 -62.45442 -86.75817 -92.70039
-188.29920 -108.88633 -208.21460 -153.88010
-223.74445 -140.83884 -241.33284 -172.08579
-266.53274 -179.01290 -273.70150 -191.42443
-316.99745 -217.11700 -300.93640 -210.13118
-334.50845 -225.59342 -293.47493 -206.47122
-302.07174 -197.31195 -248.96414 -176.36135
-209.72967 -128.17512 -141.59157 -107.34534
-173.57304 -105.94813 -115.91287 -84.79638
-144.92598 -90.05431 -98.02788 -69.72537
-130.62269 -83.01450 -86.71825 -59.31928
-145.04085 -95.49930 -88.89881 -58.25774
-162.89767 -108.73505 -88.48786 -51.31947
-175.16941 -116.33154 -78.46844 -33.15850
-102.71734 -70.37353  21.31178 -24.73972
-114.09997 -80.92141  31.83643 -13.01871
-107.74633 -77.23207  49.67047   4.71857
-83.58719 -58.74235  73.39855  27.18721
-198.63631 -146.32328 -71.17563 -19.00218
-181.49596 -133.42369 -54.18651   2.93925
-156.65968 -113.01958 -111.71027 -12.40999
-135.43194 -91.76689 -68.77321  17.78089
-108.43942 -69.54612 -31.15723  41.41140
-69.31980 -44.99470 -11.70830  50.91975
-32.18999 -27.53226 -15.85650  44.02905
-17.77695 -29.29336 -39.20366  21.42447
 12.80710  23.30659  51.97483  18.39275
 26.22146  41.89050  69.55765  34.40993
-41.17769 -61.48732 -102.38790 -38.32584
-37.29267 -61.85190 -101.60048 -34.59126
-34.86379 -62.67145 -105.32485 -32.77499
-40.07596 -70.86951 -116.18893 -40.52544
-46.76292 -80.56171 -127.37029 -50.37258
-45.26581 -85.41852 -133.88990 -51.61227
-48.04340 -90.31218 -140.75160 -55.06167
-55.12665 -92.61638 -134.42007 -61.12468
-47.23071 -76.03234 -109.63279 -52.60461
