  3.18691   6.42564  13.49808  11.47842
  3.26355   6.80234  13.65364  11.85319
  3.46610   7.74810  14.61688  12.77328
  3.73850   8.75511  15.84246  13.59496
 13.00234  23.59771  33.72909  31.41179
 14.87556  26.34415  34.87290  32.86704
 16.89111  28.60189  34.81025  33.41539
 18.06444  29.88425  33.86966  32.99796
 18.04638  30.01038  32.45050  31.91807
 17.66443  29.50456  30.60335  30.87609
 22.86480  35.97518  37.25102  36.52728
 24.31574  38.12897  37.20227  37.19590
 28.60076  44.77938  40.63691  41.48597
 37.61777  58.81769  49.17697  50.27199
 48.39271  76.05462  55.74344  58.72211
 57.73251  91.15152  55.45087  62.63840
 65.77617 104.24645  51.72183  64.81995
 75.45375 120.57217  49.24138  66.72687
 88.30458 142.11331  52.52118  69.48026
 99.80163 159.35872  58.99402  70.07879
105.34675 165.81771  61.55785  65.09096
 95.78920 157.18863  55.19374  34.66230
 93.74576 155.98172  56.97932  19.49924
 90.22448 151.68710  61.65246   5.65941
 84.38663 143.59908  67.36029  -7.00367
 77.95060 135.54773  77.55427 -19.17161
 72.52757 129.42574  94.03317 -27.74207
 66.68422 123.00354 111.28906 -32.45078
 55.16344 111.14078 124.82732 -37.94195
 47.20334 107.29396 150.68035 -38.06130
 38.06174 106.33614 186.32784 -37.18500
 27.86263 106.34952 225.86966 -36.36324
 26.87856 124.61603 294.84085 -27.78387
 14.03976 115.51698 310.31796 -30.07511
  0.87932 101.68732 312.34555 -32.79346
-13.48218  87.45470 310.47149 -37.02773
-29.19227  75.41807 311.62301 -41.90704
-42.36633  69.57747 315.21997 -42.65174
-56.90771  63.54455 322.45878 -41.85478
-72.72929  56.85281 331.16522 -38.50435
-90.06673  48.51018 338.66719 -33.20110
-111.62248  40.69532 352.07184 -25.57003
-137.34963  34.48989 371.53313 -15.76610
-159.33210   1.21935 361.57138   7.25729
-182.36116  -7.08111 360.76945  14.63127
-198.46778 -14.26689 350.08256  20.05907
-204.82564 -19.49848 330.51228  24.00274
-208.29027 -23.10520 311.30019  28.59781
-165.18696   0.36699 243.47283   8.34570
-176.20489  -8.08262 221.28872   5.01046
-186.39645 -16.53123 200.60227   2.70218
-190.82928 -21.86668 183.21058   2.84787
