  0.09072, -0.04750,  0.00693
  0.09504, -0.04814,  0.00824
  0.09216, -0.05243,  0.00953
  0.09147, -0.05684,  0.00946
  0.08606, -0.05671,  0.00812
  0.08650, -0.05659,  0.00571
  0.08167, -0.05235,  0.00831
  0.08669, -0.05372,  0.00747
  0.10162, -0.05067,  0.00892
  0.10181, -0.04870,  0.00860
  0.07527, -0.04816,  0.01202
  0.07896, -0.05110,  0.00604
  0.09175, -0.05544,  0.00949
  0.09708, -0.04416,  0.00829
  0.09684, -0.05445,  0.00974
  0.08912, -0.05166,  0.00753
  0.08127, -0.04422,  0.01015
  0.08636, -0.05041,  0.01038
  0.09221, -0.05063,  0.00840
  0.08705, -0.05430,  0.01003
  0.08398, -0.05244,  0.01081
  0.07592, -0.05112,  0.00848
  0.08132, -0.04798,  0.00856
  0.08933, -0.04802,  0.00925
  0.09796, -0.05171,  0.01023
  0.09508, -0.04584,  0.00800
  0.08537, -0.05184,  0.01084
  0.08716, -0.04055,  0.00968
  0.07901, -0.04002,  0.00878
  0.07761, -0.04794,  0.00895
  0.09965, -0.05216,  0.01351
  0.08332, -0.04027,  0.01126
  0.09359, -0.04487,  0.00864
  0.08221, -0.05705,  0.01013
  0.07998, -0.04022,  0.00975
  0.08232, -0.04618,  0.01107
