  0.01760, -0.36852, -0.04907
  0.03617, -0.38340, -0.05309
  0.04643, -0.38406, -0.04330
  0.00736, -0.31936, -0.05456
  0.04255, -0.35081, -0.06014
  0.05302, -0.36367, -0.05174
  0.04515, -0.39531, -0.04109
  0.05899, -0.40232, -0.04724
  0.04035, -0.35267, -0.06077
  0.01985, -0.35727, -0.04455
  0.02295, -0.37658, -0.03787
  0.02553, -0.37990, -0.04521
  0.03853, -0.38012, -0.05181
  0.06662, -0.37945, -0.05446
  0.02572, -0.33957, -0.04705
  0.01925, -0.34947, -0.04613
  0.06634, -0.38296, -0.04789
  0.06690, -0.44184, -0.03838
  0.01161, -0.31431, -0.05631
  0.04577, -0.37587, -0.05583
 -0.00301, -0.33771, -0.04044
  0.01144, -0.33698, -0.04422
  0.05428, -0.35948, -0.04397
  0.03329, -0.36295, -0.05611
  0.04085, -0.35440, -0.04385
  0.05268, -0.40467, -0.04568
  0.03962, -0.33505, -0.05193
 -0.00721, -0.34286, -0.04459
  0.01564, -0.35635, -0.04996
  0.03631, -0.38682, -0.03984
  0.00946, -0.36863, -0.04546
  0.01687, -0.38747, -0.04389
 -0.00026, -0.37905, -0.03950
  0.02163, -0.37473, -0.04444
  0.02451, -0.39060, -0.04537
  0.01224, -0.37666, -0.04804
