 -0.10314, -0.23998
 -0.10240, -0.22874
 -0.07626, -0.23681
 -0.01001, -0.27738
  0.03096, -0.28913
  0.04276, -0.31812
  0.03856, -0.31215
  0.02771, -0.25687
  0.00197, -0.25363
 -0.03240, -0.25690
 -0.03818, -0.26512
 -0.07018, -0.26109
